chr1A	9582762
chr1A	9583229
chr1A	9583429
chr1A	14075750
chr1A	36267854
chr1A	41368108
chr1A	42603270
chr1A	279741138
chr1A	343675661
chr1A	444137522
chr1A	447623986
chr1A	499979887
chr1A	505925803
chr1A	516781144
chr1A	522234198
chr1A	568398722
chr1A	576078047
chr1A	593301298
chr1B	17769250
chr1B	31857644
chr1B	31858247
chr1B	40195700
chr1B	40195738
chr1B	56879833
chr1B	56879848
chr1B	93291182
chr1B	96488813
chr1B	109211506
chr1B	109212991
chr1B	159203453
chr1B	160309779
chr1B	160309821
chr1B	377969139
chr1B	409621513
chr1B	497126647
chr1B	530779398
chr1B	540721876
chr1B	546533496
chr1B	581694050
chr1B	581698110
chr1B	623679725
chr1B	627928964
chr1B	662193935
chr1B	667965762
chr1D	430567812
chr1D	457850650
chr1D	468472772
chr1D	469219811
chr2A	3446892
chr2A	3447125
chr2A	36056425
chr2A	53787842
chr2A	71666593
chr2A	74965830
chr2A	105631583
chr2A	532492420
chr2A	537682921
chr2A	569365653
chr2A	687050412
chr2A	691236039
chr2A	692755372
chr2A	692756345
chr2A	715341498
chr2A	723359208
chr2A	724301090
chr2A	724301489
chr2A	763047065
chr2B	6313587
chr2B	45736851
chr2B	45736907
chr2B	102126333
chr2B	110479849
chr2B	110479864
chr2B	110481531
chr2B	159367120
chr2B	173205419
chr2B	197211983
chr2B	208625064
chr2B	216854239
chr2B	229620641
chr2B	266961594
chr2B	361425773
chr2B	448323699
chr2B	464288880
chr2B	500591022
chr2B	578136691
chr2B	600741660
chr2B	607549911
chr2B	623869946
chr2B	648653579
chr2B	676024840
chr2B	676025400
chr2B	680194053
chr2B	680194267
chr2B	710744652
chr2B	712319003
chr2B	714130018
chr2B	725576703
chr2B	767017494
chr2B	799532909
chr2B	799533858
chr2B	799534142
chr2D	5163492
chr2D	71762268
chr2D	110052534
chr2D	123804013
chr2D	376939714
chr2D	398692757
chr2D	564670868
chr2D	589976702
chr2D	606752980
chr2D	624364213
chr2D	632978948
chr2D	632979458
chr2D	632987673
chr2D	636600171
chr2D	639891011
chr2D	642334408
chr2D	644095772
chr3A	20028637
chr3A	59808712
chr3A	514112669
chr3A	552612707
chr3A	561036253
chr3A	594590615
chr3A	658652100
chr3A	683239995
chr3A	689356552
chr3A	689356569
chr3A	713630364
chr3B	202574829
chr3B	226085250
chr3B	269253129
chr3B	466106792
chr3B	513997801
chr3B	524325598
chr3B	536389920
chr3B	576451070
chr3B	583392527
chr3B	590623677
chr3B	597088325
chr3B	643257425
chr3B	651371515
chr3B	651371823
chr3B	663071837
chr3B	666446989
chr3B	681100305
chr3B	686348080
chr3B	738750845
chr3B	787654407
chr3B	826919664
chr3D	39032068
chr3D	39032462
chr3D	39032577
chr3D	39032711
chr3D	112960918
chr3D	296040219
chr3D	445037175
chr3D	456534845
chr3D	555797602
chr4A	1076657
chr4A	11717389
chr4A	19621031
chr4A	56503582
chr4A	462831465
chr4A	462832953
chr4A	521919892
chr4A	626313797
chr4A	632858801
chr4A	679982975
chr4A	679988953
chr4A	684999441
chr4A	686383454
chr4B	14653000
chr4B	30363088
chr4B	30862294
chr4B	48101310
chr4B	78604475
chr4B	104809003
chr4B	130625061
chr4B	143313520
chr4B	174915430
chr4B	424721598
chr4B	480050826
chr4B	492215586
chr4B	573091918
chr4B	605170377
chr4B	605172471
chr4B	611550915
chr4B	616309578
chr4B	616967789
chr4B	635030125
chr4D	39413701
chr4D	122285719
chr4D	399531236
chr4D	467949802
chr4D	467949908
chr4D	472938959
chr4D	497897040
chr5A	25890839
chr5A	39850675
chr5A	95869355
chr5A	282587114
chr5A	395872412
chr5A	437913255
chr5A	437913273
chr5A	473022335
chr5A	473022500
chr5A	473023960
chr5A	558549397
chr5A	597254516
chr5A	609210320
chr5A	609210472
chr5A	609619702
chr5A	661222335
chr5B	122100498
chr5B	280988500
chr5B	344936387
chr5B	369636630
chr5B	396630291
chr5B	409875108
chr5B	430467620
chr5B	430471373
chr5B	446996931
chr5B	450105912
chr5B	476456840
chr5B	514279147
chr5B	528780902
chr5B	531541551
chr5B	544401368
chr5B	545400921
chr5B	556179135
chr5B	585835334
chr5B	662455511
chr5B	662455551
chr5D	7411265
chr5D	103176147
chr5D	108103498
chr5D	284898502
chr5D	287441855
chr5D	319505237
chr5D	418933242
chr5D	475382496
chr6A	6192237
chr6A	39047650
chr6A	39130213
chr6A	39132031
chr6A	92054481
chr6A	92054758
chr6A	99425933
chr6A	107174965
chr6A	484569966
chr6A	499407142
chr6A	564717496
chr6A	615821988
chr6B	8049086
chr6B	8049281
chr6B	40283194
chr6B	71841814
chr6B	157664005
chr6B	226141005
chr6B	466695765
chr6B	479840628
chr6B	516075334
chr6B	623082819
chr6B	625779754
chr6B	625780666
chr6B	638829288
chr6B	719675476
chr6B	719675588
